,code,type,company
2811,N8027D,L2J,AMERICAN AIRLINES INC
2812,N802AW,L2J,OTHERS
2813,N8030F,L2J,AMERICAN AIRLINES INC
2814,N8031M,L2J,AMERICAN AIRLINES INC
2815,N803AW,L2J,OTHERS
2816,N803TJ,L2J,OTHERS
2817,N804AW,L2J,OTHERS
2818,N804TJ,L2J,OTHERS
2819,N804UP,L2T,OTHERS
2820,N805AW,L2J,OTHERS
2821,N805SY,L2J,OTHERS
2822,N805TH,L1T,OTHERS
2823,N805UP,L2T,OTHERS
2824,N806AW,L2J,OTHERS
2825,N806QS,L2J,OTHERS
2826,N806SK,L2J,OTHERS
2827,N807AW,L2J,OTHERS
2828,N807UP,L2T,OTHERS
2829,N808AW,L2J,OTHERS
2830,N808CK,L2J,OTHERS
2831,N808MB,H2T,OTHERS
2832,N808UP,L2T,OTHERS
2833,N809AW,L2J,OTHERS
2834,N809QS,L2J,OTHERS
2835,N809SK,L2J,OTHERS
2836,N80PG,L2J,OTHERS
2837,N80PT,L2J,OTHERS
2838,N810AW,L2J,OTHERS
2839,N811AM,L2J,OTHERS
2840,N811LS,L1T,OTHERS
2841,N812AW,L2J,OTHERS
2842,N813AW,L2J,OTHERS
2843,N813SY,L2J,OTHERS
2844,N814AW,L2J,OTHERS
2845,N814QS,L2J,OTHERS
2846,N815AW,L2J,OTHERS
2847,N815SY,L2J,WELLS FARGO TRUST CO NA TRUSTEE
2848,N816AW,L2J,OTHERS
2849,N816WG,L1T,OTHERS
2850,N817AW,L2J,OTHERS
2851,N817UP,L2T,OTHERS
2852,N818AW,L2J,OTHERS
2853,N818QS,L2J,OTHERS
2854,N819AP,L1P,OTHERS
2855,N819AW,L2J,OTHERS
2856,N819AY,L2J,WELLS FARGO TRUST CO NA TRUSTEE
2857,N819SY,L2J,OTHERS
2858,N820AW,L2J,OTHERS
2859,N820AY,L2J,WELLS FARGO TRUST CO NA TRUSTEE
2860,N820CK,L2J,OTHERS
2861,N820QS,L2J,OTHERS
2862,N821AW,L2J,OTHERS
2863,N821SK,L2J,OTHERS
2864,N821UP,L2T,OTHERS
2865,N822AW,L2J,OTHERS
2866,N822SY,L2J,OTHERS
2867,N823AW,L2J,OTHERS
2868,N823QS,L2J,OTHERS
2869,N823SY,L2J,OTHERS
2870,N823UP,L2T,OTHERS
2871,N824AW,L2J,OTHERS
2872,N824DM,L2J,OTHERS
2873,N825AM,L2J,WELLS FARGO TRUST CO NA TRUSTEE
2874,N825AW,L2J,OTHERS
2875,N825CT,L2J,OTHERS
2876,N826AW,L2J,OTHERS
2877,N826LJ,L2J,OTHERS
2878,N826SK,L2J,BANK OF UTAH TRUSTEE
2879,N826UP,L2T,OTHERS
2880,N827AW,L2J,OTHERS
2881,N828AW,L2J,OTHERS
2882,N828CC,L2J,OTHERS
2883,N828UP,L2T,OTHERS
2884,N829AW,L2J,OTHERS
2885,N82CA,L3J,OTHERS
2886,N82SB,L1T,OTHERS
2887,N830AW,L2J,OTHERS
2888,N830QS,L2J,OTHERS
2889,N830UP,L2T,OTHERS
2890,N831AW,L2J,OTHERS
2891,N832AW,L2J,OTHERS
2892,N832AY,L2J,WELLS FARGO TRUST CO NA TRUSTEE
2893,N832JS,L2J,OTHERS
2894,N833AW,L2J,OTHERS
2895,N833AY,L2J,WELLS FARGO TRUST CO NA TRUSTEE
2896,N833UP,L2T,OTHERS
2897,N834AW,L2J,OTHERS
2898,N834AY,L2J,WELLS FARGO TRUST CO NA TRUSTEE
2899,N834UP,L2T,OTHERS
2900,N835AW,L2J,OTHERS
2901,N835AY,L2J,WELLS FARGO TRUST CO NA TRUSTEE
2902,N836AW,L2J,OTHERS
2903,N836AY,L2J,WELLS FARGO TRUST CO NA TRUSTEE
2904,N837AW,L2J,OTHERS
2905,N837RE,L2J,OTHERS
2906,N837UP,L2T,OTHERS
2907,N838AW,L2J,OTHERS
2908,N838SB,L2J,BANK OF UTAH TRUSTEE
2909,N839AW,L2J,AMERICAN AIRLINES INC
2910,N839UP,L2T,OTHERS
2911,N8400E,L3J,OTHERS
2912,N840AW,L2J,AMERICAN AIRLINES INC
2913,N840AY,L2J,WELLS FARGO TRUST CO NA TRUSTEE
2914,N842A,L2J,OTHERS
2915,N842UP,L2T,OTHERS
2916,N843JS,L2J,OTHERS
2917,N843UP,L2T,OTHERS
2918,N845AM,L2J,WELLS FARGO TRUST CO NA TRUSTEE
2919,N847JS,L2J,OTHERS
2920,N847UP,L2T,OTHERS
2921,N849SA,L1T,OTHERS
2922,N850EC,L2J,OTHERS
2923,N850PA,L1T,OTHERS
2924,N850RA,L3J,OTHERS
2925,N850SA,L1T,OTHERS
2926,N850UP,L2T,OTHERS
2927,N851NN,L2J,OTHERS
2928,N852CD,L1P,OTHERS
2929,N854AS,L2J,OTHERS
2930,N854FL,L2J,OTHERS
2931,N854UP,L2T,OTHERS
2932,N855RW,L2J,REPUBLIC AIRWAYS INC
2933,N855UP,L2T,OTHERS
2934,N856AS,L2J,OTHERS
2935,N856RW,L2J,OTHERS
2936,N856UP,L2T,OTHERS
2937,N857RW,L2J,REPUBLIC AIRWAYS INC
2938,N857UP,L2T,OTHERS
2939,N858RW,L2J,OTHERS
2940,N858UP,L2T,OTHERS
2941,N859RW,L2J,OTHERS
2942,N859UP,L2T,OTHERS
2943,N85CC,L2J,OTHERS
2944,N85D,L2J,OTHERS
2945,N861RW,L2J,OTHERS
2946,N862RW,L2J,OTHERS
2947,N863RW,L2J,OTHERS
2948,N864RW,L2J,OTHERS
2949,N865RW,L2J,OTHERS
2950,N867RW,L2J,REPUBLIC AIRWAYS INC
2951,N868AS,L2J,OTHERS
2952,N8694A,L2J,DELTA AIR LINES
2953,N869RW,L2J,REPUBLIC AIRWAYS INC
2954,N86CW,L2J,OTHERS
2955,N870RW,L2J,OTHERS
2956,N871RW,L2J,REPUBLIC AIRWAYS INC
2957,N872DC,L2J,OTHERS
2958,N872RW,L2J,OTHERS
2959,N873UP,L2T,OTHERS
2960,N875AM,L2J,WELLS FARGO TRUST CO NA TRUSTEE
2961,N875AS,L2J,OTHERS
2962,N876AS,L2J,OTHERS
2963,N877AS,L2J,OTHERS
2964,N8783E,L2J,DELTA AIR LINES
2965,N879AS,L2J,OTHERS
2966,N87RB,L2J,OTHERS
2967,N881YV,L2J,BANK OF UTAH TRUSTEE
2968,N8836A,L2J,DELTA AIR LINES
2969,N8837B,L2J,DELTA AIR LINES
2970,N8839E,L2J,DELTA AIR LINES
2971,N883EA,L2T,OTHERS
2972,N883UP,L2T,OTHERS
2973,N8847A,L2J,DELTA AIR LINES
2974,N885M,L2J,OTHERS
2975,N8869B,L2J,DELTA AIR LINES
2976,N8877A,L2J,DELTA AIR LINES
2977,N888HE,L2J,OTHERS
2978,N888KJ,L2J,OTHERS
2979,N888PK,L1T,OTHERS
2980,N888YC,L2J,OTHERS
2981,N8894A,L2J,DELTA AIR LINES
2982,N8896A,L2J,DELTA AIR LINES
2983,N889AS,L2J,OTHERS
2984,N88C,L2J,OTHERS
2985,N8908D,L2J,DELTA AIR LINES
2986,N8918B,L2J,DELTA AIR LINES
2987,N891EA,L2T,OTHERS
2988,N8928A,L2J,WELLS FARGO TRUST CO NA TRUSTEE
2989,N8932C,L2J,DELTA AIR LINES
2990,N8933B,L2J,DELTA AIR LINES
2991,N8936A,L2J,DELTA AIR LINES
2992,N893AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
2993,N8942A,L2J,WELLS FARGO TRUST CO NA TRUSTEE
2994,N895BB,L2J,OTHERS
2995,N8965E,L2J,WELLS FARGO TRUST CO NA TRUSTEE
2996,N8968E,L2J,DELTA AIR LINES
2997,N896AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
2998,N8970D,L2J,DELTA AIR LINES
2999,N8974C,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3000,N8976E,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3001,N897SK,L2J,OTHERS
3002,N8986B,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3003,N898MW,L2J,OTHERS
3004,N899SK,L2J,OTHERS
3005,N8X,L3J,OTHERS
3006,N90024,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3007,N9002U,L2J,AMERICAN AIRLINES INC
3008,N9004F,L2J,AMERICAN AIRLINES INC
3009,N9006,L2J,AMERICAN AIRLINES INC
3010,N900AE,L2J,AMERICAN AIRLINES INC
3011,N900JG,L3J,OTHERS
3012,N900LC,L3J,OTHERS
3013,N900NH,L2J,OTHERS
3014,N900NP,L1T,OTHERS
3015,N9010R,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3016,N9011P,L2J,OTHERS
3017,N9012,L2J,AMERICAN AIRLINES INC
3018,N9013A,L2J,OTHERS
3019,N9015D,L2J,OTHERS
3020,N9016,L2J,OTHERS
3021,N9017P,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3022,N9018E,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3023,N9019F,L2J,OTHERS
3024,N901SC,L2J,OTHERS
3025,N901XJ,L2J,DELTA AIR LINES
3026,N9022G,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3027,N9023N,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3028,N9025B,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3029,N9026C,L2J,AMERICAN AIRLINES INC
3030,N9029F,L2J,AMERICAN AIRLINES INC
3031,N902BC,L2J,AMERICAN AIRLINES INC
3032,N902FH,L2J,OTHERS
3033,N902XJ,L2J,DELTA AIR LINES
3034,N903XJ,L2J,DELTA AIR LINES
3035,N904XJ,L2J,DELTA AIR LINES
3036,N905EV,L2J,OTHERS
3037,N905G,L2J,BANK OF UTAH TRUSTEE
3038,N905JH,L2J,AMERICAN AIRLINES INC
3039,N905XJ,L2J,DELTA AIR LINES
3040,N906AE,L2J,AMERICAN AIRLINES INC
3041,N906AS,L2J,OTHERS
3042,N906XJ,L2J,DELTA AIR LINES
3043,N907AE,L2J,AMERICAN AIRLINES INC
3044,N907XJ,L2J,DELTA AIR LINES
3045,N908AE,L2J,AMERICAN AIRLINES INC
3046,N908EV,L2J,OTHERS
3047,N908SW,L2J,OTHERS
3048,N908XJ,L2J,DELTA AIR LINES
3049,N909AE,L2J,AMERICAN AIRLINES INC
3050,N909EV,L2J,OTHERS
3051,N909SW,L2J,OTHERS
3052,N909XJ,L2J,DELTA AIR LINES
3053,N90FX,L2J,OTHERS
3054,N910CF,L2J,OTHERS
3055,N910TB,L1T,OTHERS
3056,N910XJ,L2J,DELTA AIR LINES
3057,N912SW,L2J,OTHERS
3058,N913AF,L1T,OTHERS
3059,N913EV,L2J,OTHERS
3060,N914EV,L2J,OTHERS
3061,N914XJ,L2J,DELTA AIR LINES
3062,N915EV,L2J,OTHERS
3063,N915XJ,L2J,DELTA AIR LINES
3064,N916XJ,L2J,DELTA AIR LINES
3065,N917MM,L2J,OTHERS
3066,N917MS,L2J,OTHERS
3067,N917W,L2J,OTHERS
3068,N917XA,L2J,OTHERS
3069,N917XJ,L2J,DELTA AIR LINES
3070,N918AE,L2J,AMERICAN AIRLINES INC
3071,N918PT,L2J,OTHERS
3072,N918ST,L2J,OTHERS
3073,N918TB,L2J,OTHERS
3074,N918US,L2J,AMERICAN AIRLINES INC
3075,N919AT,L2J,OTHERS
3076,N919CH,L2J,OTHERS
3077,N919HP,L2T,OTHERS
3078,N919XJ,L2J,DELTA AIR LINES
3079,N91AM,L1P,OTHERS
3080,N91CW,L2J,OTHERS
3081,N91GJ,L2J,OTHERS
3082,N91JS,L2J,OTHERS
3083,N920EV,L2J,OTHERS
3084,N920PD,H2T,OTHERS
3085,N921AT,L2J,OTHERS
3086,N921XJ,L2J,DELTA AIR LINES
3087,N922AE,L2J,AMERICAN AIRLINES INC
3088,N922XJ,L2J,DELTA AIR LINES
3089,N923AE,L2J,AMERICAN AIRLINES INC
3090,N923AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3091,N923SW,L2J,OTHERS
3092,N923XJ,L2J,DELTA AIR LINES
3093,N924AT,L2J,OTHERS
3094,N924EV,L2J,DELTA AIR LINES
3095,N924SW,L2J,OTHERS
3096,N924XJ,L2J,DELTA AIR LINES
3097,N925AE,L2J,AMERICAN AIRLINES INC
3098,N925AT,L2J,OTHERS
3099,N925XJ,L2J,DELTA AIR LINES
3100,N926AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3101,N926SW,L2J,OTHERS
3102,N926TF,L2J,OTHERS
3103,N926XJ,L2J,DELTA AIR LINES
3104,N927AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3105,N927EV,L2J,DELTA AIR LINES
3106,N927XJ,L2J,DELTA AIR LINES
3107,N928AE,L2J,AMERICAN AIRLINES INC
3108,N928AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3109,N928SB,L1T,OTHERS
3110,N928XJ,L2J,DELTA AIR LINES
3111,N929AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3112,N929SW,L2J,OTHERS
3113,N929XJ,L2J,DELTA AIR LINES
3114,N92MK,L2J,BANK OF UTAH TRUSTEE
3115,N92RX,L2J,OTHERS
3116,N92TH,L2J,OTHERS
3117,N93003,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3118,N930AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3119,N930EV,L2J,OTHERS
3120,N930SW,L2J,OTHERS
3121,N930XJ,L2J,DELTA AIR LINES
3122,N930Y,L1T,OTHERS
3123,N930YY,L1T,OTHERS
3124,N931AE,L2J,AMERICAN AIRLINES INC
3125,N931XJ,L2J,DELTA AIR LINES
3126,N932AE,L2J,AMERICAN AIRLINES INC
3127,N932AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3128,N932EV,L2J,OTHERS
3129,N932SW,L2J,OTHERS
3130,N932XJ,L2J,DELTA AIR LINES
3131,N933AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3132,N933JN,L2J,AMERICAN AIRLINES INC
3133,N934AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3134,N935AE,L2J,AMERICAN AIRLINES INC
3135,N935AT,L2J,DELTA AIR LINES
3136,N935XJ,L2J,DELTA AIR LINES
3137,N936AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3138,N936XJ,L2J,DELTA AIR LINES
3139,N937AT,L2J,OTHERS
3140,N937EV,L2J,OTHERS
3141,N938AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3142,N938NN,L2J,BANK OF UTAH TRUSTEE
3143,N939AE,L2J,AMERICAN AIRLINES INC
3144,N939AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3145,N939SW,L2J,OTHERS
3146,N93FX,L2J,OTHERS
3147,N940AT,L2J,DELTA AIR LINES
3148,N941LT,L2J,AMERICAN AIRLINES INC
3149,N942AT,L2J,DELTA AIR LINES
3150,N942LL,L2J,AMERICAN AIRLINES INC
3151,N943AT,L2J,DELTA AIR LINES
3152,N943EL,L2J,OTHERS
3153,N943SW,L2J,OTHERS
3154,N944AT,L2J,DELTA AIR LINES
3155,N945AT,L2J,DELTA AIR LINES
3156,N946AT,L2J,DELTA AIR LINES
3157,N946SW,L2J,OTHERS
3158,N947AT,L2J,DELTA AIR LINES
3159,N947EL,L2J,OTHERS
3160,N947SW,L2J,OTHERS
3161,N948AT,L2J,DELTA AIR LINES
3162,N949AT,L2J,DELTA AIR LINES
3163,N94GP,L2J,OTHERS
3164,N950AM,L2J,OTHERS
3165,N950AT,L2J,DELTA AIR LINES
3166,N950X,L3J,OTHERS
3167,N951AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3168,N951CM,L2J,OTHERS
3169,N952AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3170,N952PM,L1T,OTHERS
3171,N953AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3172,N954AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3173,N954SW,L2J,OTHERS
3174,N955AF,L1T,OTHERS
3175,N955AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3176,N955GH,L2J,OTHERS
3177,N957AM,L2J,OTHERS
3178,N957BJ,L2J,OTHERS
3179,N958AM,L2J,OTHERS
3180,N958SW,L2J,OTHERS
3181,N959AF,L1T,OTHERS
3182,N959CR,L2J,OTHERS
3183,N959SW,L2J,OTHERS
3184,N960SW,L2J,OTHERS
3185,N9612B,L1T,OTHERS
3186,N961SW,L2J,OTHERS
3187,N962A,L2J,OTHERS
3188,N962SW,L2J,OTHERS
3189,N963AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3190,N963SW,L2J,OTHERS
3191,N964AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3192,N965AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3193,N965SW,L2J,OTHERS
3194,N966AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3195,N968BS,L2J,OTHERS
3196,N96UA,L2J,OTHERS
3197,N96UJ,L3J,OTHERS
3198,N970AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3199,N970SW,L2J,OTHERS
3200,N971AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3201,N971SW,L2J,OTHERS
3202,N974AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3203,N975SW,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3204,N977AF,L2J,OTHERS
3205,N977AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3206,N977CB,L2J,OTHERS
3207,N978AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3208,N978FD,L2J,OTHERS
3209,N979AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3210,N979RF,L2J,OTHERS
3211,N979RP,L2J,OTHERS
3212,N980AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3213,N980EV,L2J,DELTA AIR LINES
3214,N981AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3215,N982AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3216,N982MM,L1P,OTHERS
3217,N982SW,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3218,N983AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3219,N983J,L2J,OTHERS
3220,N983SW,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3221,N985AT,L2J,OTHERS
3222,N986AT,L2J,OTHERS
3223,N986SW,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3224,N987RL,H1T,OTHERS
3225,N988AT,L2J,DELTA AIR LINES
3226,N988NW,L3J,OTHERS
3227,N989AT,L2J,DELTA AIR LINES
3228,N98AD,L2J,OTHERS
3229,N98LT,L2J,OTHERS
3230,N990AT,L2J,DELTA AIR LINES
3231,N990H,L2J,OTHERS
3232,N990LC,L2J,OTHERS
3233,N990MM,L3J,OTHERS
3234,N991AT,L2J,DELTA AIR LINES
3235,N993AT,L2J,WELLS FARGO TRUST CO NA TRUSTEE
3236,N994AT,L2J,DELTA AIR LINES
3237,N995AT,L2J,DELTA AIR LINES
3238,N995DP,L2J,OTHERS
3239,N996AT,L2J,DELTA AIR LINES
3240,N997AA,L2J,OTHERS
3241,N997AT,L2J,DELTA AIR LINES
3242,N998AT,L2J,DELTA AIR LINES
3243,N998CX,L2J,OTHERS
3244,N999GC,L2J,OTHERS
3245,OE-IIX,L2J,OTHERS
3246,OE-IXG,L2J,OTHERS
3247,OE-LAE,L2J,OTHERS
3248,OE-LAY,L2J,OTHERS
3249,OE-LAZ,L2J,OTHERS
3250,OH-LWA,L2J,OTHERS
3251,OH-LWB,L2J,OTHERS
3252,OH-LWC,L2J,OTHERS
3253,OH-LWG,L2J,OTHERS
3254,OO-ACF,L4J,OTHERS
3255,OO-AIE,FA7X,OTHERS
3256,OY-JJJ,L2J,OTHERS
3257,OY-RAB,L3J,OTHERS
3258,OY-RAD,L3J,OTHERS
3259,OY-VIK,L3J,OTHERS
3260,OY-WLD,L2J,OTHERS
3261,P4-KCC,L2J,OTHERS
3262,P4-KUL,L2J,OTHERS
3263,P4-RYY,L2J,OTHERS
3264,PH-AKA,L2J,OTHERS
3265,PH-AKB,L2J,OTHERS
3266,PH-AOA,L2J,OTHERS
3267,PH-AOB,L2J,OTHERS
3268,PH-AOC,L2J,OTHERS
3269,PH-AOD,L2J,OTHERS
3270,PH-AOE,L2J,OTHERS
3271,PH-AOF,L2J,OTHERS
3272,PH-BKD,L2J,OTHERS
3273,PH-BQP,L2J,OTHERS
3274,PH-DTF,L3J,OTHERS
3275,PH-TLP,L3J,OTHERS
3276,RA-76511,L4J,OTHERS
3277,SP-ENV,L2J,OTHERS
3278,SP-NVM,L2J,OTHERS
3279,T7-7AA,L2J,OTHERS
3280,TC-JNH,L2J,OTHERS
3281,TC-JNI,L2J,OTHERS
3282,TC-JNM,L2J,OTHERS
3283,TC-JNO,L2J,OTHERS
3284,TC-JNR,L2J,OTHERS
3285,TC-JNS,L2J,OTHERS
3286,TC-JNT,L2J,OTHERS
3287,TC-JNZ,L2J,OTHERS
3288,TC-JOA,L2J,OTHERS
3289,TC-JOB,L2J,OTHERS
3290,TC-JOE,L2J,OTHERS
3291,TC-JOF,L2J,OTHERS
3292,TC-JOG,L2J,OTHERS
3293,TC-JOH,L2J,OTHERS
3294,TC-JOI,L2J,OTHERS
3295,TC-JOJ,L2J,OTHERS
3296,TC-JOK,L2J,OTHERS
3297,TC-JOL,L2J,OTHERS
3298,TC-LGA,L2J,OTHERS
3299,TC-LGB,L2J,OTHERS
3300,TC-LGC,L2J,OTHERS
3301,TC-LGF,L2J,OTHERS
3302,TC-LGG,L2J,OTHERS
3303,TC-LGI,L2J,OTHERS
3304,TC-LNC,L2J,OTHERS
3305,TC-LNE,L2J,OTHERS
3306,TC-LNF,L2J,OTHERS
3307,TF-FIG,L2J,OTHERS
3308,TF-FIH,L2J,OTHERS
3309,TF-ICE,L2J,OTHERS
3310,TF-ICN,L2J,OTHERS
3311,TF-ICO,L2J,OTHERS
3312,TF-ICP,L2J,OTHERS
3313,TF-ICU,L2J,OTHERS
3314,TF-ICY,L2J,OTHERS
3315,TS-IFM,L2J,OTHERS
3316,TS-IFN,L2J,OTHERS
3317,UR-82060,L6J,OTHERS
3318,UR-82072,L4J,OTHERS
3319,UR-CBG,L4T,OTHERS
3320,UR-CEZ,L4T,OTHERS
3321,UR-CGV,L4T,OTHERS
3322,UR-CKL,L4T,OTHERS
3323,UR-CNN,L4T,OTHERS
3324,UR-CNT,L4T,OTHERS
3325,VH-TGG,L2J,OTHERS
3326,VP-BVG,L2J,OTHERS
3327,VQ-BBH,L4J,OTHERS
3328,VQ-BVB,L4J,OTHERS
3329,XA-AAN,L1P,OTHERS
3330,XA-AMA,L2J,OTHERS
3331,XA-AMB,L2J,OTHERS
3332,XA-AMC,L2J,OTHERS
3333,XA-AME,L2J,OTHERS
3334,XA-AMG,L2J,OTHERS
3335,XA-AMJ,L2J,OTHERS
3336,XA-AMK,L2J,OTHERS
3337,XA-AML,L2J,OTHERS
3338,XA-AMM,L2J,OTHERS
3339,XA-AMN,L2J,OTHERS
3340,XA-AMO,L2J,OTHERS
3341,XA-AMS,L2J,OTHERS
3342,XA-AMU,L2J,OTHERS
3343,XA-AMV,L2J,OTHERS
3344,XA-CZG,L2J,OTHERS
3345,XA-DRC,L2J,OTHERS
3346,XA-FLB,L2J,OTHERS
3347,XA-GJC,L2J,OTHERS
3348,XA-IBC,L2J,OTHERS
3349,XA-JOY,L2J,OTHERS
3350,XA-RIN,L1P,OTHERS
3351,XA-UOG,L2J,OTHERS
3352,XA-UQT,L2J,OTHERS
3353,XA-ZAM,L2J,OTHERS
3354,YI-ARF,L2J,OTHERS
3355,YL-ABG ,L2J,OTHERS
3356,YL-ABH,L2J,OTHERS
